Title,URL,Description,Author,Date,News Outlet,Search Terms
Begriffsverwirrung verhindern: Was Maßnahmen Aktiver Cyberabwehr sind  und was nicht,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/begriffsverwirrung-verhindern-was-massnahmen-aktiver-cyberabwehr-sind-und-was-nicht,"Vor dem Hintergrund immer neuer Bedrohungen nimmt die Umsetzung von Maßnahmen der Cyberabwehr einen immer größeren Stellenwert ein. Unter Cyberabwehr versteht man technische Maßnahmen, die einen Cyberangriff verhindern oder stoppen sollen. Doch noch immer gibt es Undeutlichkeiten in der Diskussion, meinen Tanya Gärtner und Annika Selzer.","Tanya Gärtner und Annika Selzer, Athene",2023-08-15 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Von Cash in Cybercrime bis zur Quantenverschlüsselung,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/von-cash-in-cybercrime-bis-zur-quantenverschluesselung,Der zweite Tag der Digitalkonferenz Republica brachte reichlich Cyber: Von neuen Trends unter Cyberkriminellen über Desinformationskampagnen Chinas bis hin zur Quantenverschlüsselung im Selbstversuch. Ein Überblick über die zentralen Themen.,Redaktion CS,2023-06-07 00:00:00,Tagesspiegel,Hackback
Digitale Rohrpost aus dem BMI,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/digitale-rohrpost-aus-dem-bmi,"Es gibt viele Podcasts, die sich mit Cybersicherheit beschäftigen. Aber welche sind gut? Welche nicht? Welche sind unterhaltsam und bei welchen lernt man viel? Wir haben für Sie reingehört. Folge 2 unser Serie über Podcasts: Digitale Rohrpost aus dem BMI.",Selina Bettendorf,2022-02-25 00:00:00,Tagesspiegel,Hackback
Cyberabwehr: In die Defensive investieren,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/cyberabwehr-in-die-defensive-investieren,"Angriff ist nicht die beste Verteidigung, sagen Ruben Dieckhoff & Johannes Rundfeldt vom netzpolitischen Verein LOAD. In ihrem Standpunkt erklären sie, warum sich Deutschland für einen Digitalwaffenversperrvertrag stark machen und in IT-Sicherheit investieren sollte.","Ruben Dieckhoff & Johannes Rundfeldt, LOAD e.V.",2019-10-01 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Widerstand gegen Cybersicherheitsstrategie wächst,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/widerstand-gegen-cybersicherheitsstrategie-waechst,"Der US-amerikanische Plattformbetreiber Facebook sowie insgesamt 18 weitere Unternehmen und Institutionen haben sich einem zivilgesellschaftlichen Aufruf angeschlossen, in dem die Bundesregierung aufgefordert wird, die Verabschiedung der neuen Cybersicherheitsstrategie zu verschieben. Außer Facebook...",,2021-07-01 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
EU-Kommission präsentiert Cyberabwehrstrategie,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/eu-kommission-praesentiert-cyberabwehrstrategie,"Die Europäische Kommission will die Cyberabwehr vor allem gegen Russland verstärken. Der russische Angriff auf die Ukraine werde von wiederholten Cyberangriffen begleitet  nicht nur auf die Ukraine, sondern auch auf uns, sagte der EU-Außen- und Sicherheitsbeauftragte Josep Borrell am Donnerstag bei...",,2022-11-11 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Faeser kündigt Cybersicherheitsprogramm an,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/faeser-kuendigt-cybersicherheitsprogramm-an,"Bundesinnenministerin Nancy Faeser (SPD) will noch vor der parlamentarischen Sommerpause ein eigenes Programm zur Cybersicherheit angehen. Mir ist es wichtig, das Bundesamt für Sicherheit in der Informationstechnik (BSI) zu einer bundesweit führenden Behörde auszubauen. Wir müssen die Kompetenzen beim...",,2022-05-17 00:00:00,Tagesspiegel,Hackback
Schönbohm: Bei Cyberangriffen zurückschlagen,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/schoenbohm-bei-cyberangriffen-zurueckschlagen,"Der Präsident des Bundesamts für Sicherheit in der Informationstechnik (BSI), Arne Schönbohm, hat sich dafür ausgesprochen, dass die Behörden nach Cyberangriffen zum Gegenschlag ausholen. Im Falle eines Angriffs etwa auf die Bundesregierung, die Bundesverwaltung oder auf Kritische Infrastrukturen in...",,2022-04-25 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Strobl fordert Nutzung von IT-Sicherheitslücken zur Überwachung,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/strobl-fordert-nutzung-von-it-sicherheitsluecken-zur-ueberwachung,"Der baden-württembergische Innenminister Thomas Strobl stellt der Ampelregierung im Bund mit Blick auf die Sicherheitspolitik ein vernichtendendes Zeugnis aus. Die Ampel und ihr Koalitionsvertrag ist für die Sicherheitsbehörden im digitalen Zeitalter ein Totalausfall, sagte der CDU-Politiker der Deutschen...",,2022-02-21 00:00:00,Tagesspiegel,Hackback
Offener Brief: Scharfe Kritik an Cybersicherheitsstrategie,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/offener-brief-scharfe-kritik-an-cybersicherheitsstrategie,"Insgesamt 38 Verbände, Organisationen und Vereine aus dem Digitalbereich haben die Bundesregierung dazu aufgefordert, die Verabschiedung der Cybersicherheitsstrategie 2021 auf die nächste Legislaturperiode zu verschieben. Das steht in einem offenen Brief, der am Donnerstag veröffentlicht wurde. Mindestens...",,2021-06-28 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Bayern fordert besseren Schutz gegen Cyberangriffe,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/bayern-fordert-besseren-schutz-gegen-cyberangriffe,"Mit den 100 Milliarden Euro für die Aufrüstung der Bundeswehr muss nach Ansicht von Bayerns Digitalministerin Judith Gerlach (CSU) auch die Verteidigung gegen Cyberangriffe verbessert werden. Wir sind den Gefahren des Cyberraums durchgehend ausgesetzt, in kriegerischen Auseinandersetzungen umso mehr....",,2022-03-09 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Bayern fordert besseren Schutz gegen Cyberangriffe auf Deutschland,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/bayern-fordert-besseren-schutz-gegen-cyberangriffe-auf-deutschland,"Mit den von der Bundesregierung in Aussicht gestellten 100 Milliarden Euro für die Aufrüstung der Bundeswehr muss nach Ansicht von Bayerns Digitalministerin Judith Gerlach auch die Verteidigung gegen Cyberangriffe verbessert werden. Wir sind den Gefahren des Cyberraums durchgehend ausgesetzt, in kriegerischen...",,2022-03-09 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Cybersicherheit muss von innen und außen gedacht werden,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cybersicherheit-muss-von-innen-und-aussen-gedacht-werden,"Cyber ist eine Herausforderung, die keine klare Trennung mehr zwischen innerer und äußerer Sicherheit zulässt, kommentiert der grüne Bundestagsabgeordnete Tobias B. Bacherle. In der Nationalen Sicherheitsstrategie sieht er das berücksichtigt  nun komme es auf die ausreichende Finanzierung und den politischen Willen an, die angekündigten Maßnahmen umzusetzen. Ein zentraler Punkt: der konsequente Umgang mit China.",Tobias B. Bacherle,2023-07-03 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Hummert hält Cybersicherheit in Deutschland für ausbaufähig,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/hummert-haelt-cybersicherheit-in-deutschland-fuer-ausbaufaehig,"Der russische Angriffskrieg gegen die Ukraine wird nach Ansicht des Chefs der Cyberagentur, Christian Hummert, Auswirkungen darauf haben, wie sich Deutschland in Zukunft verteidigt. Was wir sehen, ist eine hybride Kriegsführung, also Cyberaktionen kombiniert mit physischen Aktionen  so hat Russland...",,2023-08-15 00:00:00,Tagesspiegel,Hackback
Diese Cyberthemen stehen in den Ausschüssen an,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/diese-cyberthemen-stehen-in-den-ausschuessen-an,"Aktive Cyberabwehr, die BSI-Zentralstelle, DDoS-Angriffe auf Behörden und die Nationale Sicherheitsstrategie  all das sind Themen, die am Mittwoch in Bundestagsausschüssen debattiert werden sollen. Zur BSI-Zentralstelle gibt es nun einen Zwischenstand. Tagesspiegel Background konnte ihn vorab einsehen.",Selina Bettendorf,2023-04-19 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Start der Cyberagentur hängt an Haushältern,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/start-der-cyberagentur-haengt-an-haushaeltern,"Bahnbrechende Innovationen in der Cybersicherheit soll die neue Cyberagentur der Bundesregierung fördern. Bevor es losgehen kann, muss jedoch der Haushaltsausschuss des Bundestages darüber entscheiden.",Lina Rusch,2019-06-20 00:00:00,Tagesspiegel,Hackback
Digitalpolitiker wünschen sich BundesinnenministerIN ohne Kontrollwahn,https://background.tagesspiegel.de/digitalpolitiker-wuenschen-sich-bundesinnenministerin-ohne-kontrollwahn,Bleiben oder Gehen? Bundesinnenminister Horst Seehofer (CSU) will erstmal im Amt bleiben. Digitalpolitiker im Bundestag halten das für keine gute Idee.,Marie Zahout,2018-11-13 00:00:00,Tagesspiegel,Hackback
Bits & Bäume gegen Hacker-Paragraph,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/bits-baeume-gegen-hacker-paragraph,"Bits und Bäume ist die größte Konferenz, bei der Digitalisierung und Nachhaltigkeit explizit gemeinsam im Fokus stehen. Die beteiligten Organisationen haben vor ihrer diesjährigen Konferenz politische Forderungen formuliert, dabei geht es auch um Cybersicherheit. Die Konferenz Bits &amp; Bäume, findet...",,2022-09-06 00:00:00,Tagesspiegel,Hackback
Eco-Wahlcheck: Schlagabtausch um digitale Sicherheit,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/eco-wahlcheck-schlagabtausch-um-digitale-sicherheit,Der Eco-Verband hatte am Dienstagabend Digitalpolitiker von fünf im Bundestag vertretenen Parteien zum Netzpolitischen Parteiencheck geladen. Schwerpunktthema war die digitale Sicherheit. Dabei offenbarten sich unterschiedliche Verständnisse von Sicherheitspolitik  es ergaben sich aber auch erstaunliche Übereinstimmungen.,Sebastian Christ,2021-08-25 00:00:00,Tagesspiegel,Hackback
Plattner warnt vor russischen Cyberattacken,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/plattner-warnt-vor-russischen-cyberattacken,"Die neue Chefin des Bundesamtes für Sicherheit in der Informationstechnik (BSI), Claudia Plattner, warnt vor einer wachsenden Gefahr durch russische Cyberattacken. Die Zahl der Angriffe aus Russland steigt, sagte Plattner der Süddeutschen Zeitung in der Donnerstagsausgabe. Insgesamt sei die Bedrohungslage...",,2023-07-07 00:00:00,Tagesspiegel,Hackback
Paris Calling: Macron mit neuen Regulierungs-Ansätzen,https://background.tagesspiegel.de/paris-calling-macron-mit-neuen-regulierungs-ansaetzen,Mehr Multilateralismus will der französische Präsident Emmanuel Macron wagen  und meint damit die Zusammenarbeit zwischen Staaten und der Wirtschaft für die Regulierung der digitalen Welt.,Lina Rusch,2018-11-13 00:00:00,Tagesspiegel,Hackback
Ein politischer Wendepunkt in der Cybersicherheit,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/ein-politischer-wendepunkt-in-der-cybersicherheit,"Schon im Koalitionsvertrag habe sich gezeigt, dass Deutschland den Cyberraum jetzt ernst nimmt, findet Maximilian Funke-Kaiser. Der Digitalpolitische Sprecher der FDP-Fraktion im Bundestag erläutert, wieso der Schwerpunkt auf Cybersicherheit bitter nötig war.","Maximilian Funke-Kaiser, FDP-Bundestagsfraktion",2023-07-06 00:00:00,Tagesspiegel,"Hackback, Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
NIS-2: Darüber wird im Trilog gefeilscht,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/nis-2-darueber-wird-im-trilog-gefeilscht,Im Trilog werden letzte Änderungen der europäischen Rahmengesetzgebung bei Cybersicherheit verhandelt. Wo hakt es noch? Und: Tagesspiegel Background liegt exklusiv das NIS-2-Positionspapier des wichtigsten deutschen Industrieverbands vor.,Paul Dalg,2022-01-20 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Strategielos im Cyber- und Informationsraum?,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/strategielos-im-cyber-und-informationsraum,"Befindet sich Deutschland permanent im Cyber-Krieg? Eine gefährliche Falschaussage, findet Sven Herpig von der Stiftung Neue Verantwortung. In den allermeisten Fällen sollte zudem nicht die Bundeswehr zuständig sein, sagt der Experte.","Sven Herpig, Stiftung Neue Verantwortung",2019-08-06 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Erhebliche Investitionen in Cybersicherheit nötig,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/erhebliche-investitionen-in-cybersicherheit-noetig,"Verteidigungsminister Boris Pistorius hat die Spitzengliederung seines Ministeriums und die Führungsorganisation der Bundeswehr neu geordnet, dazu unterzeichnete der SPD-Politiker am Dienstag in Osnabrück den entsprechenden Erlass. Doch die Neuordnung benötigt Investitionen.",Johannes Steger,2024-05-02 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Globale Cybersicherheitsverhandlungen - Eine Übersicht,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/globale-cybersicherheitsverhandlungen-eine-uebersicht,Auf Ebene der Vereinten Nationen werden seit mehr als 20 Jahren Normen und Verträge zu Cybersicherheit verhandelt. Ein Überblick über die wichtigsten Arbeitsgruppen und offene Streitpunkte.,Wolfgang Kleinwächter,2022-02-28 00:00:00,Tagesspiegel,Hackback
Darum ging es im Digitalausschuss,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/darum-ging-es-im-digitalausschuss,"In der zweistündigen Debatte über Cybersicherheit im Digitalausschuss war unter anderem der geplante Chief Information Security Officer (Ciso) des Bundes Thema. Experten schlugen vor, der Ciso solle eine Personalunion mit dem oder der zukünftigen BSI-Präsident:in sein.",Selina Bettendorf,2023-01-26 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
206 Milliarden Euro Schaden durch Cyberkriminalität,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/206-milliarden-euro-schaden-durch-cyberkriminalitaet,"Cyberangriffe kosten die deutsche Wirtschaft rund 206 Milliarden Euro im Jahr. Das geht aus der Studie hervor, die der Digitalverband Bitkom am Freitag gemeinsam mit dem Verfassungsschutz in Berlin vorstellte. Zugenommen hat demnach die organisierte Kriminalität.",Selina Bettendorf,2023-09-04 00:00:00,Tagesspiegel,"Hackback, Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Digitalausschuss debattiert über Cybersicherheit,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/digitalausschuss-debattiert-ueber-cybersicherheit,"Heute findet die öffentliche Anhörung im Digitalausschuss zum Thema Cybersicherheit statt. Geladen sind einige prominente Gäste, die Anhörung wird live übertragen. Anlass waren eigentlich die Eckpunkte des Innenministeriums für den Ausbau des BSI gewesen, doch die fehlen bislang. Diskussionsbedarf gibt es aber genug.",Selina Bettendorf,2023-01-25 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Ein Internet für alle Menschen,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/ein-internet-fuer-alle-menschen,"Wir brauchen keinen neuen Grund- und Menschenrechte für das Internetzeitalter. Die bereits geltenden Regeln reichen aus. Sie müssen nur technologiesensibel angewandt werden, argumentiert Matthias Kettemann vom Leibniz-Institut für Medienforschung.","Matthias C. Kettemann, Leibniz-Institut für Medienforschung",2019-06-05 00:00:00,Tagesspiegel,Hackback
Digitalcheck: Was bringt Schwarz-Grün?,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/digitalcheck-was-bringt-schwarz-gruen,Die Bundestagswahl steht vor der Tür und eine schwarz-grüne Koalition hat gute Chancen. Bei den digitalpolitischen Zielen zeichnen sich Gemeinsamkeiten ab  aber auch Grundsatzdiskussionen. Eine Analyse.,Sebastian Christ,2021-07-12 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Was tun gegen nordkoreanische Cyberangriffe?,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/was-tun-gegen-nordkoreanische-cyberangriffe,"Angesichts nordkoreanischer Cyberkriminalität und digitaler Angriffe aus dem isolierten Land auch auf Ziele in Europa setzt die EU auf eine strategische Partnerschaft mit Südkorea. Dabei stellt die Prävention nordkoreanischer Cyberangriffe den cyberdiplomatischen Instrumentenkasten der EU vor einige besondere Herausforderungen, kommentiert Benedikt Staar, Research Fellow an der Universität Duisburg-Essen.","Benedikt Staar, Universität Duisburg-Essen, Institut für Politikwissenschaft / Institut für Ostasienwissenschaften",2022-07-13 00:00:00,Tagesspiegel,Hackback
Die Cybersicherheitsagenda des BMI,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/die-cybersicherheitsagenda-des-bmi,"Mit der neuen Cybersicherheitsagenda setzt die Bundesinnenministerin gute Impulse, sagen Haya Shulman und Michael Waidner. Gleichzeitig bleiben viele Punkte der Agenda vage. Deutschland braucht nun einen Zeitplan mit konkreten Vorhaben und ambitionierten Vorgaben und eine aktualisierte Cybersicherheitsstrategie für die gesamte Bundesregierung.",Haya Schulmann und Michael Waidner,2022-07-14 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Der Feind in meinem Netz,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/der-feind-in-meinem-netz,"Die USA haben Schadsoftware in russischen Energienetzen deponiert, im Konfliktfall könnte sie damit die Hardware zerstören. Welche Mittel hätte die Bundesregierung, auf eine Bedrohung im Cyberraum zu antworten?",Sebastian Christ,2019-06-18 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Der Cyberkrieg hat längst begonnen,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/der-cyberkrieg-hat-laengst-begonnen,"Im USA-Iran-Konflikt sind Cyberangriffe gegen die USA und ihre Verbündeten ein plausibles Vergeltungsszenario, schreiben der Politikwissenschaftler Payam Ghalehdar und Ann Cathrin Riedel, Vorsitzende von LOAD e.V.. Umso dringender bräuchte Deutschland das IT-Sicherheitsgesetz 2.0  und ein unabhängiges BSI.",Ann Cathrin Riedel und Payam Ghalehdar,2020-01-07 00:00:00,Tagesspiegel,Hackback
Paradigmenwechsel statt Sonntagsreden,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/paradigmenwechsel-statt-sonntagsreden,"Die digitale Transformation verändert die Art, wie wir leben. An diesen Wandel müssen sich Staat und Parteien anpassen, um Dienstleistungen effektiv anzubieten und um die emanzipatorische Kraft der Digitalisierung für alle Bürgerinnen und Bürger zu fördern. Nach einem Jahr Corona-Pandemie zeigt sich wie unter einem Brennglas, dass Deutschland sich keine weiteren vier Jahre digitalpolitischen Stillstands erlauben kann.","Ruben Dieckhoff, Load e.V.",2021-03-19 00:00:00,Tagesspiegel,Hackback
NIS 2.0: Ausdehnung der Sicherheitszone,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/nis-2-0-ausdehnung-der-sicherheitszone,Der ITRE-Ausschuss des Europäischen Parlaments will nach langen Verhandlungen heute eine gemeinsame Position zur NIS-Reform beschließen. Darin wird der Geltungsbereich für die Regelungen zur Kritischen Infrastruktur nochmals ausgedehnt. Betroffen davon ist unter anderem der Bildungssektor.,Sebastian Christ,2021-10-28 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Cybersicherheitspolitik: Kaum Spezialisten in Sicht,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cybersicherheitspolitik-kaum-spezialisten-in-sicht,Die Zuständigkeiten in Bundestag und Regierung werden nach der Wahl neu verteilt. Doch wer zählt für das Themenfeld Cybersicherheit in der kommenden Legislatur zu den wichtigsten Politiker:innen? Ein Überblick.,Paul Dalg,2021-10-21 00:00:00,Tagesspiegel,Hackback
IT-Sicherheit: Unkontrollierbar,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/it-sicherheit-unkontrollierbar,Im Ausschuss Digitale Agenda geht es heute um den Zusammenhang zwischen IT-Sicherheit und Digitaler Souveränität. Neben der Abhängigkeit der Verwaltung von Microsofts Office-Produkten spielen auch fehlende Prüfungsrechte eine Rolle.,Sebastian Christ,2019-12-11 00:00:00,Tagesspiegel,Hackback
"Cyberhilfswerk: Politisch gewollt, doch wo und wie?",https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cyberhilfswerk-politisch-gewollt-doch-wo-und-wie,"FDP, Grüne und SPD treiben die Gründung des Cyberhilfswerkes voran. Ziel ist, digitales Know-how von Freiwilligen stärker in bestehende Strukturen einzubinden. Doch wie und wo lässt sich die schnelle IT-Hilfe im Notfall organisieren?",Paul Dalg,2022-04-28 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Bei IT-Sicherheit müssen Bund und Länder kooperieren,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/bei-it-sicherheit-muessen-bund-und-laender-kooperieren,"Bei der heutigen Innenministerkonferenz will Boris Pistorius die übrigen Bundesländer für ein 10-Milliarden-Euro-Paket für Zivilschutz gewinnen. Warum auch bei IT-Sicherheit keiner nur in seinem Vorgarten stehen bleiben darf, verrät der niedersächsische Innenminister im Interview mit Tagesspiegel Background.",Paul Dalg,2022-06-01 00:00:00,Tagesspiegel,"Hackback, Aktive Cyberabwehr"
Wer das Jahr geprägt hat,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/wer-das-jahr-gepraegt-hat-1,"Sie haben ihre Plattformen in tiefe Krisen gestürzt, waren ein Hoffnungsschimmer in Zeiten von Krieg und Krise, haben die Ampel-Digitalpolitik im ersten Jahr geprägt, Nobelpreise bekommen oder die globale Internet-Freiheit verteidigt  unsere Köpfe des Jahres, ausgewählt von der Background-Redaktion.",Tagesspiegel Background Digitalisierung & KI,2022-12-22 00:00:00,Tagesspiegel,Hackback
Russland könnte mit Cyberattacken verdeckt NATO-Länder angreifen,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/russland-koennte-mit-cyberattacken-verdeckt-nato-laender-angreifen,"Der Krieg in der Ukraine könnte sich auch auf Deutschland ausweiten. Zumindest digital. Deutschland wäre darauf nicht gut vorbereitet. Anke Domscheit-Berg über den Cyberwar, mangelnde IT-Kompetenz in der Verwaltung und ein Cyber-Hilfswerk.",Selina Bettendorf,2022-03-02 00:00:00,Tagesspiegel,Hackback
Cybersicherheitspolitik der Ampel: Zuständigkeiten und Schwerpunkte,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cybersicherheitspolitik-der-ampel-zustaendigkeiten-und-schwerpunkte,"Der Koalitionsvertrag ist fertig  Die SPD bekommt das für IT-Sicherheitspolitik zuständige Innenressort, doch Grüne und FDP dominieren die inhaltlichen Schwerpunkte bei Cybersicherheitsthemen. Der Überblick über die wichtigsten Vorhaben und Zuständigkeiten der künftigen Regierungskoalition.",Paul Dalg,2021-11-25 00:00:00,Tagesspiegel,Hackback
Mehr Cybersicherheit: Faeser für Grundgesetzänderung,https://www.sueddeutsche.de/politik/bundesregierung-mehr-cybersicherheit-faeser-fuer-grundgesetzaenderung-dpa.urn-newsml-dpa-com-20090101-220712-99-991408,"Bundesinnenministerin Nancy Faeser (SPD) hat eine Grundgesetzänderung vorgeschlagen, um das ihrem Haus unterstellte Bundesamt für Sicherheit in der...",Direkt aus dem dpa-Newskanal,2022-07-12 15:12:44,SZ,"Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Mehr Cybersicherheit: Faeser für Grundgesetzänderung,https://www.sueddeutsche.de/politik/internet-mehr-cybersicherheit-faeser-fuer-grundgesetzaenderung-urn:newsml:dpa.com:20090101:220712-99-991408,Der Bundeskanzler kann mit Nato-Verbündeten nur im Verteidigungsministerium über eine sichere Leitung per Video sprechen. Nur ein Beispiel für die vielen unerledigten Aufgaben in puncto Cybersicherheit.,,2022-07-12 15:12:44,SZ,"Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
"Rechnungsprüfer halten Cyber-Abwehrzentrum für ""nicht gerechtfertigt""",https://www.sueddeutsche.de/wirtschaft/behoerde-in-bonn-rechnungspruefer-halten-cyber-abwehrzentrum-fuer-nicht-gerechtfertigt-1.1989433,"Das vor drei Jahren gegründete nationale Cyber-Abwehrzentrum in Bonn sollte Angriffe aus dem Netz verhindern und die Infrastruktur des Landes vor Hackern schützen. Der Bundesrechnungshof kommt laut Recherchen von SZ, NDR und WDR jetzt zu einem verheerenden Urteil.",Von John Goetz und Hans Leyendecker,2014-06-07 04:53:35,SZ,Gefahrenabwehr Cyberraum
So leicht lässt sich das öffentliche Leben in Deutschland sabotieren,https://www.welt.de/politik/deutschland/plus241600405/Pipelines-Bahnstrecken-Blackout-So-leicht-laesst-sich-Deutschland-sabotieren.html,Sabotageakte an Pipelines und Bahnstrecken legen Sicherheitslücken offen. Experten sind alarmiert: Hacker oder Kriminelle könnten die Infrastruktur hierzulande lahmlegen - zum Teil sogar erschreckend einfach.,Unknown,2022-10-19 11:31:00,Welt,Gefahrenabwehr Cyberraum
Kritik aus SPD und Opposition an neuem Weißbuch der Bundesregierung,https://www.welt.de/newsticker/news1/article157007263/Kritik-aus-SPD-und-Opposition-an-neuem-Weissbuch-der-Bundesregierung.html,Kabinett will Dokument am Mittwoch beschließen,Unknown,2016-07-13 07:09:00,Welt,Gefahrenabwehr Cyberraum
"Wir wissen, dass Russland eine bestimmte Strategie verfolgt",https://www.welt.de/politik/deutschland/plus245110168/Nordstream-Wir-wissen-dass-Russland-eine-bestimmte-Strategie-verfolgt.html,"Der frühere Drei-Sterne-General Hans-Werner Wiermann leitet die neue Koordinierungszelle der Nato für einen besseren Schutz von Pipelines und kritischer Unterwasser-Infrastruktur. Sie ist eine Reaktion auf die Nordstream-Anschläge, denn die Meere seien ein Ziel der hybriden Kriegsführung.",Unknown,2023-05-03 15:11:00,Welt,Gefahrenabwehr Cyberraum
Bundesregierung macht Russland für Cyberangriff auf SPD verantwortlich,https://www.rnd.de/politik/russland-fuer-cyberangriff-auf-spd-verantwortlich-EO2PC56HN5KBLES37WXQT4C7R4.html,Die Bundesregierung macht eine Einheit des russischen Militärgeheimdienstes GRU für einen Cyberangriff auf die SPD Anfang vergangenen Jahres verantwortlich. Staatliche russische Hacker haben Deutschl,,2024-05-03 00:00:00,RND,Gefahrenabwehr Cyberraum
Einflussnahme aus Russland: Wie Desinformation die Europawahl manipulieren kann,https://www.rnd.de/politik/europawahl-2024-sorge-vor-manipulation-und-desinformation-aus-russland-6VN7HAOMM5K6XPZSR43UDJH2BE.html,"Kurz vor der Europawahl wächst erneut die Sorge vor russischer Beeinflussung: Es gibt Cyberattacken auf Einrichtungen der EU-Länder, prorussische Internetplattformen sollen Propaganda in der EU verbre",,2024-05-27 00:00:00,RND,Gefahrenabwehr Cyberraum
Bundesregierung zieht erste Konsequenzen nach Cyberangriff  russischer Diplomat einbestellt,https://www.rnd.de/politik/cyberangriff-bundesregierung-zieht-erste-konsequenzen-russischer-geschaeftstraeger-einbestellt-WU2GNDEQYZIYRATQOIDC7MFTDQ.html,Als Reaktion auf einen russischen Cyberangriff auf die SPD im Januar 2023 hat das Auswärtige Amt den amtierenden Geschäftsträger der russischen Botschaft einbestellt. Der Geschäftsträger sei für 12.00,,2024-05-03 00:00:00,RND,Gefahrenabwehr Cyberraum
Nachfolger des KGB: Das sind die vier Geheimdienste Russlands,https://www.rnd.de/politik/geheimdienste-in-russland-welche-aufgaben-haben-fsb-gru-swr-und-fso-BD773YPE4NHZFEQEXO44TQQLT4.html,Im Januar des vergangenen Jahres griffen Hacker E-Mail-Konten der SPD an. Nun macht die Bundesregierung den russischen Geheimdienst GRU für die Cyberattacke verantwortlich. Staatliche russische Hac,Timm Ottenberg,2024-05-03 00:00:00,RND,Gefahrenabwehr Cyberraum
